pangram,num_words,score,outer_letters,middle_letter
roadrunner,48,260,ndareo,u
rockaway,32,105,cykarw,o
rocketed,50,210,cdrteo,k
rocketry,27,115,ckrteo,y
rockfall,27,98,clkaro,f
rockhopper,40,185,ckpreo,h
rocking,44,266,ncikro,g
roebuck,38,139,ukbreo,c
rollback,55,228,lkbaro,c
romping,50,245,gnimro,p
roofline,54,235,filreo,n
ropeway,34,126,yaprew,o
roquefort,36,156,uqrteo,f
rottweiler,72,298,ilrtew,o
rotunda,38,163,ndarto,u
roughage,47,159,huareo,g
roughed,63,289,hudreo,g
roughing,18,105,gnuiro,h
roughly,20,81,huylro,g
roulade,49,208,ldareo,u
rounding,57,291,guniro,d
roundly,18,87,unldro,y
roundworm,26,103,oudmrw,n
rubaiyat,22,109,uibart,y
rubberized,22,97,izdbre,u
rucking,28,159,nuikrc,g
ruffling,36,215,gnuilr,f
ruggedly,61,284,uyldre,g
ruination,36,168,niarto,u
ruminant,57,277,uiamrt,n
rummaged,57,275,gdamre,u
rummaging,30,155,gniamr,u
runabout,57,244,ubarto,n
rupturing,43,241,gniprt,u
tableaux,33,128,xlbate,u
tabletop,72,293,lbateo,p
tableware,41,166,lbarte,w
tabloid,60,177,idbato,l
tabulated,60,260,ldbate,u
tachyon,33,142,ncyato,h
taciturn,53,269,uiartc,n
tacking,39,225,gnikat,c
tackled,31,127,ldatec,k
tackler,50,224,lartec,k
tactfully,21,130,fulatc,y
tailback,50,236,lkbatc,i
tailhook,42,108,hikato,l
tailwind,30,99,idlatw,n
takeover,36,172,karteo,v
talkative,62,230,ikvate,l
talking,30,138,gnliat,k
tallying,32,178,gnliat,y
tamarind,54,250,idamrt,n
tambour,40,166,bamrto,u
tamping,45,237,gniamt,p
tantalize,63,289,lizate,n
tantalizing,12,92,gnliat,z
taqueria,23,143,uiarte,q
tautology,27,90,uylato,g
taxonomy,28,105,xyamto,n
taxpayer,44,198,xaprte,y
telecommute,32,137,olmtec,u
telekinetic,56,251,lkitec,n
telemark,44,208,lamrte,k
telenovela,44,188,nlateo,v
telepathy,40,160,ylapte,h
telephone,31,144,nlpteo,h
telework,35,145,lkrteo,w
telluride,49,220,lidrte,u
temblor,62,265,lmrteo,b
tenacity,21,108,niatec,y
tenderly,37,149,nldrte,y
tenfold,52,227,nldteo,f
tequila,30,131,qilate,u
terbium,33,147,ibmrte,u
teriyaki,32,127,ikarte,y
terribly,66,296,yibrte,l
tetroxide,21,136,idrteo,x
textually,36,145,xuyate,l
textural,33,144,xlarte,u
thalamic,35,135,liamtc,h
thallium,26,105,hliamt,u
thanked,38,149,nkdate,h
thanking,34,156,gnikat,h
thawing,34,157,gniatw,h
thematic,43,185,hamtec,i
theming,37,167,ghnite,m
theodolite,36,151,lditeo,h
theogony,32,101,ghyteo,n
theology,25,115,gylteo,h
theorize,37,197,izrteo,h
therapy,54,235,yaprte,h
therefrom,46,232,hmrteo,f
theremin,49,260,nimrte,h
thereunder,37,236,nudrte,h
thereunto,48,237,nurteo,h
thermic,58,247,hirtec,m
thiamine,42,205,niamte,h
thicken,57,259,hnktec,i
thicker,38,179,hirtec,k
thickly,40,139,hylktc,i
thievery,26,131,yivrte,h
thieving,43,254,gnivte,h
thimble,36,118,hlbmte,i
thinker,28,114,hnirte,k
thiophene,30,138,nipteo,h
thirdly,25,90,hyldrt,i
thoracic,55,251,oiartc,h
thorium,16,76,uimrto,h
thoughtful,29,81,gfhlto,u
threepence,29,153,nprtec,h
threepenny,19,87,nyprte,h
thrilled,47,227,idlrte,h
thrilling,28,166,gnilrt,h
thrived,36,183,idvrte,h
thriving,35,199,hnivrt,g
thronging,40,217,gnirto,h
throttled,54,257,ldrteo,h
throughput,23,114,huprto,g
throwaway,33,145,wyarto,h
thruway,29,100,huyrtw,a
thudding,36,212,hnuidt,g
thuggery,25,102,huyrte,g
thumbed,26,109,hdbmte,u
thumped,20,84,udpmte,h
thumper,25,109,upmrte,h
thymine,23,100,nyimte,h
thyroid,15,79,yidrto,h
ticketing,36,217,niktec,g
tickled,34,138,idltec,k
tickler,41,183,ilrtec,k
tickling,41,277,nikltc,g
tideway,24,88,ydatew,i
tiebreak,44,185,ibarte,k
tilbury,28,101,yilbrt,u
timekeeper,25,84,ipmrte,k
timetable,65,270,lbamte,i
tinkered,45,194,nidrte,k
tinkering,38,184,gnirte,k
tiredly,47,191,idlrte,y
toddling,40,194,gnlito,d
toiletry,30,108,ilrteo,y
tomahawk,27,91,hokmtw,a
tonality,35,216,nliato,y
tongued,41,196,undteo,g
toothpick,28,98,oikptc,h
topiary,34,159,iaprto,y
torchwood,18,86,wcdrto,h
toroidal,48,180,ilarto,d
torqued,55,270,qdrteo,u
touched,35,141,ucdteo,h
toucher,59,299,ucrteo,h
touchwood,23,79,hucdtw,o
toughed,35,167,hudteo,g
toughen,28,108,hnuteo,g
tougher,44,228,gurteo,h
toughie,20,91,huiteo,g
tourney,56,276,nyrteo,u
towline,54,191,niltew,o
townhome,23,81,wnmteo,h
toyland,30,119,yldato,n
trachoma,48,221,hcarto,m
trackage,45,204,kartec,g
trackball,22,93,kbartc,l
tracked,49,239,dartec,k
trackpad,40,127,kdprtc,a
trackway,19,79,ckartw,y
tragical,27,93,ilartc,g
traumatic,21,103,iamrtc,u
trebuchet,43,187,hbrtec,u
trembled,42,210,dbmrte,l
trevally,52,231,lvarte,y
tribally,41,235,yilart,b
tribune,53,247,nuirte,b
tributary,19,115,uybart,i
tricked,45,202,idrtec,k
trickery,54,258,ykrtec,i
tricking,29,173,nikrtc,g
tricolour,28,111,oilrtc,u
tricycle,34,174,ilrtec,y
trifling,32,193,gnilrt,f
trillionth,28,98,hilrto,n
trilogy,31,123,yilrto,g
triplex,17,99,ilprte,x
tripling,30,161,gniprt,l
triploid,40,151,ldprto,i
triptych,19,88,yiprtc,h
triviality,27,146,ilvart,y
trivially,49,220,ylvart,i
trolling,61,295,gnirto,l
trombone,58,253,nmrteo,b
trophic,34,150,oiprtc,h
troubadour,35,141,ubarto,d
truancy,25,105,nyartc,u
trucked,62,275,kdrtec,u
truculent,55,282,ulrtec,n
trudging,30,168,gnuirt,d
truelove,46,219,lvrteo,u
trundle,52,257,nudrte,l
trunked,26,99,nudrte,k
trunking,43,254,nuikrt,g
truthfully,28,99,fhylrt,u
tubercle,52,217,ulrtec,b
tuckered,28,120,udrtec,k
tucking,27,177,nuiktc,g
tumbled,59,274,ldbmte,u
tumbler,67,287,lbmrte,u
tunable,55,244,nlbate,u
turbojet,42,179,jbrteo,u
turbulent,52,229,nubrte,l
turfing,39,209,gfnirt,u
turmeric,60,264,uirtec,m
turmoil,25,110,ilmrto,u
turnabout,55,231,nbarto,u
turnaround,47,200,udarto,n
turncoat,42,199,ncarto,u
turndown,17,82,nudrto,w
turnkey,35,169,nykrte,u
turpitude,53,267,idprte,u
tutelary,34,145,ylarte,u
tutorial,24,94,ilarto,u
twiddling,44,282,nidltw,g
twinkle,55,219,ikltew,n
twinkling,41,266,nikltw,g
twinkly,36,97,nylktw,i
twirling,34,182,gnirtw,l
twitched,27,115,hidtec,w
twitching,27,161,ghnitc,w
tympani,41,177,yiapmt,n
tympanum,25,95,uyapmt,n
typeface,15,83,faptec,y
typewriter,29,126,iprtew,y
typhoid,18,85,hidpto,y
typical,51,286,yilapc,t
typically,48,297,yilapt,c
typified,22,88,yidpte,f
ubiquinone,27,109,uqibeo,n
ulterior,64,280,ulrteo,i
ultimate,37,176,liamte,u
umbilical,27,119,ilbamc,u
umbrage,40,159,gbamre,u
umbrella,67,292,lbamre,u
umpired,57,290,idpmre,u
umpiring,50,289,nuipmr,g
umpteenth,20,80,hupmte,n
unafraid,24,109,unidar,f
unaired,41,201,nidare,u
unalienable,50,209,ulibae,n
unanimity,48,217,uyiamt,n
unannounced,60,298,undaec,o
unbaked,53,229,ukdbae,n
unbalance,45,184,ulbaec,n
unbeknown,28,76,unkbew,o
unbelief,31,118,unlibe,f
unbiblical,34,168,uilbac,n
unbilled,57,284,uidlbe,n
unblinking,42,266,unlikb,g
unblock,23,85,oulkbc,n
unbowed,54,225,undbew,o
unboxed,46,184,uxdbeo,n
unboxing,25,144,unxibo,g
unbranded,59,286,ndbare,u
unbroken,49,173,ukbreo,n
unbuckle,26,81,nlkbec,u
unbundling,45,253,gunidb,l
unburied,55,294,nidbre,u
unbuttoning,38,206,gunito,b
uncaged,32,142,undaec,g
uncannily,35,174,uyilac,n
uncapped,30,153,ndapec,u
uncaring,35,208,guniar,c
unchanging,40,232,huniac,g
unchecked,30,146,hukdec,n
uncommonly,19,90,ouylmc,n
unconvincing,23,159,ounivc,g
uncooked,63,289,oukdec,n
uncouple,36,140,oulpec,n
uncover,52,283,ouvrec,n
uncrewed,38,196,ucdrew,n
undamaged,50,242,undame,g
undefeated,43,204,undate,f
underhand,42,235,undare,h
underhanded,33,185,hndare,u
underlie,57,278,nldire,u
underprepared,51,255,ndapre,u
underwear,29,151,ndarew,u
underwent,30,137,undrte,w
underwire,34,167,nidrew,u
underwood,46,244,ndrweo,u
undocked,61,272,undkec,o
uneconomic,37,225,unimeo,c
unelected,48,243,uldtec,n
unequaled,49,224,uqldae,n
unequally,22,83,uqylae,n
unequipped,44,222,uqidpe,n
uneventful,26,135,fulvte,n
unfailing,44,243,gfnila,u
unfazed,30,142,unzdae,f
unfixed,32,167,xunide,f
unflagging,46,255,gunlia,f
unfolded,61,294,unldeo,f
unfrozen,33,170,unzreo,f
unfruitful,24,92,unilrt,f
unfurling,36,215,gunlir,f
ungainly,28,139,gnyila,u
ungodly,27,101,unyldo,g
unhealed,34,145,unldae,h
unheated,42,240,hndate,u
unhindered,28,151,unidre,h
unhinged,27,132,gunide,h
unhooked,20,85,unkdeo,h
unhooking,25,133,huniko,g
unhurried,38,205,hnidre,u
unibody,31,136,uyidbo,n
unibrow,30,127,ouibrw,n
unicycle,22,105,uyilec,n
unidentified,50,278,unidte,f
uniform,19,83,unimro,f
unimpeded,56,267,uidpme,n
uninjured,50,259,unjdre,i
unintelligent,50,276,gnilte,u
uninvited,35,194,nidvte,u
unionization,37,178,uizato,n
unionized,52,228,uizdeo,n
uniquely,20,80,unqyil,e
unitard,44,178,uidart,n
unitary,49,213,uyiart,n
unkempt,22,81,ukpmte,n
unkindly,17,79,unikdl,y
unknowing,27,151,unikwo,g
unlatch,31,129,unlatc,h
unlawfully,25,123,unylaw,f
unleavened,65,293,uldvae,n
unliked,60,269,ulikde,n
unlikely,26,92,uylike,n
unlinked,38,175,nlikde,u
unloaded,63,277,unldeo,a
unloved,48,189,uldveo,n
unlovely,26,94,uylveo,n
unloving,46,275,unlivo,g
unluckily,18,88,unlkic,y
unmaking,41,231,unikam,g
unmanaged,38,211,gndame,u
unmapped,33,161,ndapme,u
unmetered,55,280,undrte,m
unmindful,21,92,funldm,i
unmixed,43,194,xuidme,n
unmooring,24,139,gnimro,u
unmoved,48,191,udvmeo,n
unmoving,20,120,univmo,g
unmuzzling,31,206,unlzim,g
unnaturally,42,204,uylart,n
unnerving,30,157,gnivre,u
unnumbered,50,293,undmre,b
unpaved,53,249,udvape,n
unplugged,44,223,guldpe,n
unpopular,28,101,ulapro,n
unproven,45,191,uvpreo,n
unranked,40,177,nkdare,u
unravel,57,247,ulvare,n
unready,32,149,nydare,u
unrolling,27,138,gnliro,u
untagged,48,227,undate,g
untamed,54,294,ndamte,u
untangling,44,215,gnliat,u
untapped,53,280,ndapte,u
untaxed,36,199,xndate,u
unthinking,37,224,hunikt,g
untimed,62,292,unidte,m
untruthful,25,78,fhnlrt,u
untucked,44,204,ukdtec,n
unveiled,54,262,uidvle,n
unveiling,50,291,unilve,g
unwanted,34,187,ndatew,u
unwillingly,31,195,unyilw,g
unwritten,44,236,nirtew,u
unzipped,42,208,uizdpe,n
upbringing,31,161,gnibpr,u
upcycled,47,208,yldpec,u
updraft,28,80,fudprt,a
upending,41,237,gnidpe,u
upfield,45,194,uidlpe,f
upfront,38,129,fnprto,u
upgrade,54,245,gdapre,u
upheaval,49,158,huvape,l
uploaded,40,171,ldapeo,u
urethral,43,184,hlarte,u
urgency,28,129,unyrec,g
urologic,22,88,guliro,c
utilitarian,38,167,nilart,u
utilized,25,107,izldte,u
utilizing,38,236,nuizlt,g
utopian,43,209,nuipto,a
vacantly,19,84,ylvatc,n
vacillate,43,200,ilatec,v
vacuity,14,81,uyvatc,i
vacuolar,23,112,olvarc,u
vacuole,33,129,ulvaeo,c
vacuumed,18,105,dvamec,u
vagabond,28,93,gdvbao,n
vaginally,50,285,nyilva,g
vagrancy,25,102,gyvarc,n
vaguely,38,154,uylvae,g
valencia,61,294,nlvaec,i
valency,41,167,ylvaec,n
valiantly,40,196,ylivat,n
validity,30,156,livdat,y
valuing,28,146,gnliva,u
vamping,60,295,gnivpm,a
vampire,34,155,iapmre,v
vampiric,22,83,vapmrc,i
vanadium,25,106,uidvam,n
vandyke,38,136,ydvkae,n
vapidly,29,140,idvlap,y
vaporware,37,152,oaprew,v
vaquero,32,110,uqvaeo,r
variably,21,93,ilvbar,y
variety,29,115,ivarte,y
variorum,22,86,uivaro,m
varmint,44,226,ivamrt,n
varying,24,113,gnivar,y
vaudeville,31,155,idvlae,u
vaulted,63,297,ulvate,d
vaunted,25,129,nudate,v
vectored,49,266,odrtec,v
vegetable,34,161,lvbate,g
velodrome,62,286,ldvreo,m
venerable,52,219,lvbare,n
vengeful,25,80,gfnlve,u
ventured,44,246,nudrte,v
verandah,42,209,ndvare,h
verbally,51,237,ylbare,v
verbiage,58,269,ivbare,g
verboten,63,252,vbrteo,n
vermicelli,62,271,lvmrec,i
vertigo,45,210,ivrteo,g
vetoing,33,188,gniteo,v
viability,32,165,ylvbat,i
viaduct,19,96,udvatc,i
vibrant,29,140,ivbart,n
vibrato,35,185,vbarto,i
vibrator,36,167,ivarto,b
vicarage,43,239,gvarec,i
viceroy,27,129,yivrec,o
vicomte,28,137,ivmteo,c
victoria,49,249,ivarto,c
victory,14,83,yivrto,c
videoing,43,224,gnideo,v
viewable,38,174,lvbaew,i
vigilant,27,181,gnilat,v
vilifying,22,145,fnyilv,g
vindaloo,35,136,idvlao,n
vindictive,47,281,nidtec,v
vinifera,49,209,nivare,f
violate,45,210,lvateo,i
violation,30,191,nilato,v
violative,43,194,ilateo,v
violator,61,254,lvarto,i
violence,44,242,onilec,v
violent,42,206,nilteo,v
virginity,24,140,nyivrt,g
virology,25,108,yilvro,g
virtual,19,88,ilvart,u
vitriolic,25,117,ilvrto,c
vocative,24,133,cvateo,i
volante,60,228,nlvate,o
volatile,43,194,liateo,v
volatility,17,95,livato,y
volcanic,57,256,nlivac,o
volitional,30,191,nliato,v
volleyball,27,127,lvbaeo,y
voltage,47,199,lvateo,g
voltaic,53,229,livato,c
voltmeter,60,276,vmrteo,l
vomited,48,203,dvmteo,i
vomiting,32,204,nivmto,g
vorticity,17,89,oyvrtc,i
vouched,27,106,hudvec,o
voucher,26,125,ucvreo,h
voyaged,32,119,ydvaeo,g
voyager,61,240,yvareo,g
voyaging,31,156,nyivao,g
vulgarly,22,81,uylvar,g
vulgate,44,192,ulvate,g
waddling,40,212,gnliaw,d
waffling,30,146,gnliaw,f
wafting,20,88,gniatw,f
wagering,53,258,gniare,w
waggoner,45,186,gnareo,w
wagoner,58,231,gnarew,o
wakeful,25,80,ulkaew,f
wakening,48,277,gnkaew,i
walking,43,199,gnikaw,l
walkout,27,93,oulkaw,t
wallboard,42,157,odbarw,l
wallflower,66,265,folrew,a
walloped,47,213,ldapeo,w
wallowing,40,219,gnliao,w
waltzed,55,239,zdatew,l
wantonly,27,104,nylato,w
wargaming,48,266,gniarw,m
warlike,43,135,lkarew,i
warlock,48,179,olkarw,c
warming,52,288,gniamw,r
warpaint,37,159,iaprtw,n
warping,44,244,gniarw,p
warplane,56,227,laprew,n
warranting,39,207,gniart,w
warthog,28,114,wgarto,h
wartime,36,143,iamrte,w
watched,31,137,hdatec,w
watcher,46,187,hartec,w
watchman,23,96,ncamtw,h
waterbed,58,269,dbarte,w
watercraft,54,252,wartec,f
waterloo,49,204,larteo,w
waterman,65,296,nartew,m
watermark,40,182,amrtew,k
watermen,39,154,namrte,w
waterwheel,52,220,hlarte,w
weakening,29,135,gniaew,k
wealthy,39,142,ylatew,h
wearily,54,230,ilarew,y
weaving,53,288,nivaew,g
webinar,56,225,ibarew,n
wedlock,38,154,oldkew,c
weeklong,34,96,golkew,n
weighted,26,140,hidtew,g
weightier,37,184,hirtew,g
weighting,46,234,ghnite,w
weighty,16,81,hyitew,g
weimaraner,54,235,namrew,i
weirdly,44,176,idlrew,y
welcomed,27,114,oldmew,c
wellborn,46,178,olbrew,n
wetland,55,218,nldate,w
whacked,34,134,ckdaew,h
whacker,41,169,ckarew,h
whaling,19,103,gnliaw,h
whatever,56,258,vartew,h
wheeling,43,247,hnliew,g
wheelman,28,87,hlamew,n
wheezing,27,144,hnizew,g
whichever,27,123,civrew,h
whicker,32,137,cikrew,h
whimper,21,76,ipmrew,h
whippoorwill,17,85,oilprw,h
whirled,39,168,idlrew,h
whirling,36,220,hnilrw,g
whirlpool,17,85,ilprwo,h
whitebait,25,83,ibatew,h
whitehead,37,139,idatew,h
whitely,24,86,yiltew,h
whitened,37,164,nidtew,h
whiteout,25,90,huiweo,t
whitetail,47,187,ilatew,h
whitewall,38,149,hlatew,i
whitewater,64,286,hiarte,w
whitewood,31,134,widteo,h
whittled,31,136,idltew,h
whittling,33,193,gniltw,h
wholemeal,30,104,olamew,h
whomever,22,102,ovmrew,h
whooping,46,266,honipw,g
whopping,22,127,gonipw,h
whoring,52,292,honirw,g
whorled,48,220,oldrew,h
wideband,62,267,idbaew,n
widebody,29,128,yidbew,o
wideout,39,167,ouidew,t
wildcard,36,131,cldarw,i
wildcat,33,134,cidlaw,t
wildfire,44,200,fidlre,w
willpower,45,171,olprew,i
winched,32,138,ncidew,h
windage,57,283,gnidae,w
windbag,31,164,gnibaw,d
windblown,48,170,nidlbw,o
windchill,20,80,hncldw,i
windfall,25,85,fidlaw,n
winkler,45,191,iklrew,n
winnable,44,164,ilbaew,n
wintertime,57,271,nirtew,m
wintery,29,138,nirtew,y
wipeout,30,124,ouipew,t
wiretap,52,217,iaprte,w
witching,39,259,hncitw,g
withdraw,23,82,hdartw,i
withheld,61,246,hldtew,i
withhold,26,88,holdtw,i
wittingly,37,238,nyiltw,g
wizardry,25,87,yizdrw,a
wobbling,53,288,gonilw,b
woefully,39,114,fouyew,l
wolfing,33,180,gonilw,f
wolfram,30,100,olamrw,f
womanhood,24,82,hodamw,n
womanly,34,118,oylamw,n
woodbine,69,298,oidbew,n
woodblock,35,86,ldkbwc,o
woodlice,47,214,oidlew,c
woodpile,56,242,oldpew,i
wording,53,288,gonirw,d
workaday,30,147,okdarw,y
workday,18,91,oydarw,k
workfare,35,141,okarew,f
workforce,25,112,ockrew,f
working,48,260,onikrw,g
workload,25,90,okdarw,l
workman,31,97,okamrw,n
workmen,42,132,okmrew,n
wormhole,34,144,olmrew,h
worming,32,167,gonirw,m
worrying,48,248,onyirw,g
worthier,55,255,hirteo,w
wounding,46,269,ounidw,g
wracked,45,204,cdarew,k
wrangle,63,285,gnarew,l
wrangler,33,120,gnlare,w
wrangling,50,232,gniarw,l
wrapping,49,261,gniapw,r
wreckage,30,102,ckarew,g
wrenched,28,132,ncdrew,h
wretched,35,161,hdrtec,w
wriggled,48,226,gildre,w
wrinkle,54,207,nlkrew,i
wrinkling,35,214,niklrw,g
writerly,28,100,ilrtew,y
writhing,50,291,hnirtw,g
wrongdoing,51,275,gonidw,r
wrongly,24,87,onylrw,g
wrought,25,138,gourtw,h
xanthine,30,145,xniate,h
xenophobe,34,95,hxnbpe,o
yakitori,22,89,ikarto,y
yardwork,37,159,ydkarw,o
yearbook,34,139,kbareo,y
yearning,39,181,gniare,y
yelping,47,277,nylipe,g
yeomanry,41,189,namreo,y
yielding,38,171,gnilde,y
yoghurt,25,120,huyrto,g
younger,53,211,unyreo,g
youngling,48,264,unylio,g
youthful,26,79,fhuylt,o
yowling,53,294,goyilw,n
yuletide,28,114,ylidte,u
zamindar,31,140,izdamr,n
zamindari,33,142,nzdamr,i
zeroing,52,228,gnizre,o
ziggurat,23,85,guizrt,a
ziplock,30,89,oizkpc,l
zirconia,42,180,oizarc,n
zodiacal,34,133,izldao,c
zoological,22,95,olziac,g
zoophilia,20,99,hlzapo,i
